Customer,Phone,Personnummer,BankAccount,Street,PostalCode,City
Lena Eriksson,08050219,430822-7596,SE8902VFTG99252061459530,Grangränd 9,52169,Umeå
Lena Eriksson,08050219,430822-7596,SE8902XPRV76493567899496,Grangränd 9,52169,Umeå
Anneli Eriksson,0995618675,880412-3118,SE8902VJMZ66585930292336,Strandgatan 9,79201,Landskrona
Birgitta Dahl,0808173013,470720-1630,SE8902ABDS01701364961907,Björkgränd 726,18584,Kristianstad
Patricia Olsson,0083383777,990131-4873,SE8902IRXN70281866292484,Nygatan 1,52368,Lund
Patricia Olsson,0083383777,990131-4873,SE8902ZCTK81497780781136,Nygatan 1,52368,Lund
Patricia Olsson,0083383777,990131-4873,SE8902TKRB93799625518098,Nygatan 1,52368,Lund
Isabel Svensson,073401753,520519-5133,SE8902XFYN40331665173936,Ängsgränd 5,14171,Borlänge
Isabel Svensson,073401753,520519-5133,SE8902VXBW13958908779060,Ängsgränd 5,14171,Borlänge
Sofia Christensen,082465024,421220-9953,SE8902XBWW91028579125870,Nyvägen 992,89452,Örebro
Sofia Christensen,082465024,421220-9953,SE8902ZFFS54641169742438,Nyvägen 992,89452,Örebro
Matilda Gustafsson-Sjöberg,010070385,680612-3284,SE8902AEAH33465529509698,Ekgränd 1,89805,Falun
Ingegerd Skoglund,088254486,771019-7539,SE8902WIZV49599148565208,Strandvägen 04,49503,Falun
Ingegerd Skoglund,088254486,771019-7539,SE8902OKGM15362718359701,Strandvägen 04,49503,Falun
Ingegerd Skoglund,088254486,771019-7539,SE8902IQGU69949540367787,Strandvägen 04,49503,Falun
Lina Lidström Persson,001576927,650630-0398,SE8902PGNT42361129672323,Genvägen 937,46288,Södertälje
Eva Öberg,0773237229,870606-4063,SE8902LNQG72751750679403,Kyrkvägen 6,36868,Borlänge
Abdi Davidsson,0531934992,860506-6011,SE8902JYVV72673862515999,Bäckgränd 300,63255,Örebro
Jessica Hansen,056786151,800327-1791,SE8902UAZW13872369602420,Storgatan 1,83618,Nyköping
Karin Augustsson,048621771,490520-6670,SE8902DQLW24559347520043,Idrottsgatan 907,27118,Eskilstuna
Ann-Charlotte Åkesson,0881172767,870302-7774,SE8902HWWI70855528580462,Idrottsgatan 505,97829,Trollhättan
Ann-Charlotte Åkesson,0881172767,870302-7774,SE8902VJUZ52218371196993,Idrottsgatan 505,97829,Trollhättan
Maria Öberg,0854866647,400928-6537,SE8902VCAD18253035606269,Skogsstigen 7,27789,Nyköping
Maria Öberg,0854866647,400928-6537,SE8902OSQP10294973862487,Skogsstigen 7,27789,Nyköping
Elisabet Ljungberg,0845854134,470112-5371,SE8902CARL50738619229703,Fabriksvägen 27,86426,Varberg
Pia Alexandersson Brodin,077066964,940314-4687,SE8902SXSV66139578019742,Skolgatan 931,62743,Malmö
Anette Petersson,070526143,780619-1628,SE8902ZMRY06748088512775,Kyrkovägen 72,51671,Örnsköldsvik
Anette Petersson,070526143,780619-1628,SE8902DVQS82119924518238,Kyrkovägen 72,51671,Örnsköldsvik
Anette Petersson,070526143,780619-1628,SE8902BYDD28842601202864,Kyrkovägen 72,51671,Örnsköldsvik
Anette Petersson,070526143,780619-1628,SE8902GIHV74884246842599,Kyrkovägen 72,51671,Örnsköldsvik
Eva Klasson,0360820785,690918-3318,SE8902OULQ88924571915281,Industrivägen 1,49486,Örebro
Jenny Nyman,031597014,920210-4320,SE8902UBER10237927754278,Kvarngatan 0,45248,Skellefteå
Jenny Nyman,031597014,920210-4320,SE8902KNYL13525753615170,Kvarngatan 0,45248,Skellefteå
Sara Karlsson,034917572,050118-1887,SE8902KFZW27637456654899,Åkergatan 24,44207,Karlskrona
Sara Karlsson,034917572,050118-1887,SE8902RFAD93127690350624,Åkergatan 24,44207,Karlskrona
Ella Johnsson,074209666,661223-2626,SE8902GFDI02146082509603,Villavägen 276,23417,Halmstad
Mariann Söderlund,085690976,921013-4327,SE8902OTGT26923733226539,Björkgränd 761,93426,Stockholm
Annelie Sundström Ahmed,08402098,050316-9872,SE8902LEIQ16043588196306,Grangränd 6,26459,Kalmar
Elin Carlsson,0811933833,010318-7761,SE8902WPAU97779463181066,Fabriksgatan 7,81355,Karlstad
Elin Carlsson,0811933833,010318-7761,SE8902DIGS61927513105237,Fabriksgatan 7,81355,Karlstad
Sara Green,000341247,010921-4098,SE8902FKYE96295585801229,Industristigen 112,98204,Lidingö
Sara Green,000341247,010921-4098,SE8902OKBP25586865512985,Industristigen 112,98204,Lidingö
Sara Green,000341247,010921-4098,SE8902OVSC20334070794606,Industristigen 112,98204,Lidingö
Sara Green,000341247,010921-4098,SE8902EYAI40413449404955,Industristigen 112,98204,Lidingö
Maya Ek,022697711,360220-5001,SE8902YHDH95624192716829,Ringvägen 5,58870,Mölndal
Maya Ek,022697711,360220-5001,SE8902ENMF86033537014424,Ringvägen 5,58870,Mölndal
Viktoria Hansson-Karlsson,0845667022,550214-0477,SE8902KWGC09517167288801,Idrottsgatan 4,68401,Sundsvall
Ebba Forsell-Larsson,0895360911,921206-6980,SE8902UNVY51069080799808,Parkvägen 94,21724,Varberg
Ebba Forsell-Larsson,0895360911,921206-6980,SE8902VXSM52634787408878,Parkvägen 94,21724,Varberg
Lova Borgström-Wikström,037408053,351031-1156,SE8902VANG86827956202560,Backgatan 007,77193,Trelleborg
Eva Ivarsson-Karlsson,08420588,421127-7167,SE8902QCOM51159179331018,Trädgårdsvägen 4,78377,Lidingö
Åsa Falk,029527423,041105-3135,SE8902AHHW25831609187762,Kvarnvägen 22,73238,Umeå
Åsa Falk,029527423,041105-3135,SE8902BBBD92900838719471,Kvarnvägen 22,73238,Umeå
Maria Rydén,08518074,851027-1458,SE8902DFIF62619409849709,Furugatan 741,10929,Gävle
Maria Rydén,08518074,851027-1458,SE8902OJZV87378441905395,Furugatan 741,10929,Gävle
Maria Rydén,08518074,851027-1458,SE8902IFOG47846578093385,Furugatan 741,10929,Gävle
Maria Rydén,08518074,851027-1458,SE8902XMPH01266253886729,Furugatan 741,10929,Gävle
Marianne Johansson-Johansson,086151377,810924-6747,SE8902MISM30510735597086,Storvägen 1,98548,Örnsköldsvik
Elisabet Brink,0182377784,491216-2650,SE8902LHXM42438714486224,Gengatan 8,15699,Helsingborg
Sandra Berg-Söderman,061744858,860720-5146,SE8902YBPA06747616365238,Stationsgränd 47,66960,Trollhättan
Michelle Stark Martinsson,082285933,601224-4346,SE8902MPWG51569045484865,Parkgränd 3,74761,Norrköping
Michelle Stark Martinsson,082285933,601224-4346,SE8902ZTXO23071825012027,Parkgränd 3,74761,Norrköping
Eva Hjalmarsson,023759461,541229-5833,SE8902SPOT75366803801987,Industrigatan 8,12961,Landskrona
Tina Hammarström,0552769510,970512-8305,SE8902RBPQ42858370864616,Industrigatan 547,48570,Sandviken
Anna Edström,0846571476,030720-9973,SE8902HFSR53083572903940,Skogsgatan 652,25462,Lidingö
Ruth Omar,08064861,540411-6336,SE8902JNFW68474844339506,Ängsvägen 02,16410,Lidköping
Stella Andersson Hansson,081001566,660925-8436,SE8902YZWZ87858217066053,Fabriksgatan 87,10703,Alingsås
Eva Svensson,0359884242,040131-0016,SE8902GWOF13656646987338,Industrigatan 607,67196,Lidköping
Agneta Zhang,08512496,010607-6805,SE8902NIIB74522467804955,Gengränd 5,69690,Alingsås
Cecilia Borg,050183334,700411-6757,SE8902WDCF38284869757417,Järnvägsvägen 1,20237,Örnsköldsvik
Lina Larsson,08440020,670428-7017,SE8902WFUC02168045258799,Nyvägen 80,51784,Gävle
Jenny Petersson-Ottosson,0824484058,940921-4039,SE8902ALWE64418794375241,Kvarngatan 077,50054,Uppsala
Jenny Petersson-Ottosson,0824484058,940921-4039,SE8902WJDM26526890895791,Kvarngatan 077,50054,Uppsala
Jenny Petersson-Ottosson,0824484058,940921-4039,SE8902QLQD50953604363689,Kvarngatan 077,50054,Uppsala
Kristina Carlsson,044564636,500318-9833,SE8902QSEZ62900642158291,Furuvägen 406,10934,Kalmar
Lovisa Larsson,0874267260,461224-9195,SE8902HEBA48610510102589,Furuvägen 109,77486,Lund
Ing-Marie Wennberg,070401487,361111-3899,SE8902SOSH76024453681329,Fabriksgränd 55,45869,Sundsvall
Ing-Marie Wennberg,070401487,361111-3899,SE8902RYJW27814189025495,Fabriksgränd 55,45869,Sundsvall
Ing-Britt Sjölin,082834579,700320-8738,SE8902UVRY16194000688254,Åkerstigen 2,82587,Karlstad
Yasmin Nilsson,0899101605,641015-5045,SE8902NNNR28386574821422,Parkgatan 41,14946,Södertälje
Yasmin Nilsson,0899101605,641015-5045,SE8902UZYG74951512780315,Parkgatan 41,14946,Södertälje
Vera Andersson,0396640072,441119-7330,SE8902FLMA18768060331290,Skolgatan 8,50948,Linköping
Vera Andersson,0396640072,441119-7330,SE8902ADKD16230449646773,Skolgatan 8,50948,Linköping
Daniella Björk,097814860,430501-5853,SE8902WGFJ72090874836772,Fabrikstorget 9,93573,Falun
Yvonne Aronsson,082946879,950614-2836,SE8902GHSB29020078073922,Parkstigen 15,61628,Göteborg
Johanna Johansson,0337353019,450220-3229,SE8902DRNW01025820075953,Industrivägen 439,22290,Halmstad
Felicia Jeppsson,08187545,810701-7363,SE8902OELG14968309944058,Idrottsgatan 28,44636,Södertälje
Felicia Jeppsson,08187545,810701-7363,SE8902YBIX02378701637177,Idrottsgatan 28,44636,Södertälje
Nina Hellström,053116484,421205-9713,SE8902JIRN62314882418604,Villatorget 16,18783,Örebro
Margareta Hallberg Mohamed,0247339507,900602-3726,SE8902JXAL47272008936438,Åkerstigen 080,61500,Kristianstad
Ingegärd Larsson,079704022,541201-9092,SE8902SPLA84551710891296,Industrivägen 223,50840,Lidköping
Laila Johansson,08166507,410406-3831,SE8902GJEV19959770508700,Stationsgatan 6,93606,Linköping
Ebba Andersson,040199641,420211-2910,SE8902ZNHI21783939608864,Storgränd 0,40402,Karlskrona
Sandra Karlsson,051155270,570529-2893,SE8902QVLD06706916367921,Backvägen 50,24223,Kristianstad
Tilde Nyberg Svensson,08825176,890101-0481,SE8902AXQM18280403499014,Kyrkstigen 45,99449,Västerås
Antonia Eriksson,0891407824,970131-9494,SE8902MRZJ54641003814611,Parktorget 30,83819,Stockholm
Jeanette Pettersson,08183169,640207-1176,SE8902YXRL88472345282788,Åkervägen 74,54518,Karlstad
Linnéa Westerlund,0839984674,011129-2405,SE8902BRIL75914384755151,Industristigen 06,92616,Piteå
Linnéa Westerlund,0839984674,011129-2405,SE8902ZJEO82962448424927,Industristigen 06,92616,Piteå
Sofia Pettersson,087907550,480219-6958,SE8902MJIL81207705272655,Fabriksgatan 3,25720,Södertälje
Ahmed Brolin,072166595,651217-3912,SE8902NOXD78517742994470,Industrivägen 2,38219,Örnsköldsvik
Britt Svärd,084490345,380219-1373,SE8902NEKM17238713453074,Strandgränd 13,91904,Alingsås
Britt Svärd,084490345,380219-1373,SE8902GQAF56677712799125,Strandgränd 13,91904,Alingsås
Britt Svärd,084490345,380219-1373,SE8902GZKG54552009162805,Strandgränd 13,91904,Alingsås
Britt Svärd,084490345,380219-1373,SE8902ROXJ87709608865856,Strandgränd 13,91904,Alingsås
Viktoria Thorén Eriksson,0170965374,990429-0559,SE8902AVGD46528407389614,Gengatan 17,80339,Falun
Viktoria Thorén Eriksson,0170965374,990429-0559,SE8902XFGN05965642065136,Gengatan 17,80339,Falun
Lisbet Eriksson,08424170,891030-3471,SE8902XUOQ37054183061149,Granvägen 92,61099,Lidingö
Lisbet Eriksson,08424170,891030-3471,SE8902QCNP19721394374879,Granvägen 92,61099,Lidingö
Ann-Sofie Persson,071151688,960806-7808,SE8902TONI18274393550042,Storvägen 5,13929,Uddevalla
Ann-Sofie Persson,071151688,960806-7808,SE8902RDFD79748993078910,Storvägen 5,13929,Uddevalla
Marika Petersen,036041995,061022-1343,SE8902YEDJ01205803951858,Genvägen 6,68346,Eskilstuna
Marika Petersen,036041995,061022-1343,SE8902IJBW38904188628765,Genvägen 6,68346,Eskilstuna
Marika Petersen,036041995,061022-1343,SE8902FMID10536679996597,Genvägen 6,68346,Eskilstuna
Pernilla Forsberg,017993769,401110-9719,SE8902ZWKS28095257338274,Industrigatan 8,91343,Ängelholm
Pernilla Forsberg,017993769,401110-9719,SE8902JFXZ40334167631989,Industrigatan 8,91343,Ängelholm
Pernilla Forsberg,017993769,401110-9719,SE8902DOFI01208990186376,Industrigatan 8,91343,Ängelholm
Elin Blom,033501484,611223-8008,SE8902OILP02531246077432,Furuvägen 1,71239,Karlskoga
Tindra Berglund,047227907,041004-4440,SE8902MQTA07583386361028,Furuvägen 43,98974,Skövde
Tindra Berglund,047227907,041004-4440,SE8902GJBL45406945630901,Furuvägen 43,98974,Skövde
Marina Hansson-Frisk,0834001292,420922-8909,SE8902PLOQ67311426466791,Järnvägsgatan 359,84129,Södertälje
Linda Andersson,0807520234,440828-9884,SE8902ONKL85026172925302,Stationsgatan 47,36006,Karlskoga
Linda Andersson,0807520234,440828-9884,SE8902XGBQ65373440284962,Stationsgatan 47,36006,Karlskoga
My Johansson,0826818717,391121-3928,SE8902KFFN35109779680770,Skolvägen 174,33343,Örebro
My Johansson,0826818717,391121-3928,SE8902NQRV40490469744981,Skolvägen 174,33343,Örebro
Britt-Marie Lundström,0836153632,380131-5510,SE8902XSYV69131047178016,Villagatan 8,61108,Gävle
Hanna Alfredsson,0474005045,351123-4134,SE8902HODK85678819977506,Bäckgränd 97,77756,Helsingborg
Lovisa Persson Gunnarsson,0086566424,440107-5637,SE8902YIGY15689375176219,Skolgatan 37,35950,Örebro
Eivor Bengtsson,081805537,010826-5976,SE8902JTME09227824695264,Nygatan 45,99468,Eskilstuna
Eivor Bengtsson,081805537,010826-5976,SE8902UWHJ79819805055119,Nygatan 45,99468,Eskilstuna
Lovisa Axelsson,08840672,810311-0196,SE8902OWWY66208651137307,Järnvägstorget 48,46893,Västerås
Lovisa Axelsson,08840672,810311-0196,SE8902DGBN51946839388357,Järnvägstorget 48,46893,Västerås
Kristina Blixt,036077797,780906-7700,SE8902GXGJ09737434359792,Skolstigen 09,61795,Uppsala
Kristina Blixt,036077797,780906-7700,SE8902PVMT99502269929745,Skolstigen 09,61795,Uppsala
Anita Eriksson,08769214,870206-1931,SE8902FKHS98022985303829,Industristigen 07,36634,Lund
Anita Eriksson,08769214,870206-1931,SE8902TMHA72646385787943,Industristigen 07,36634,Lund
Anita Eriksson,08769214,870206-1931,SE8902EUXF81891691396825,Industristigen 07,36634,Lund
Ingrid Persson,040753272,690226-7522,SE8902CEKC27544305100945,Industrivägen 05,76444,Trelleborg
Ingrid Persson,040753272,690226-7522,SE8902YFNV15788568473424,Industrivägen 05,76444,Trelleborg
Britta Larsson,084273725,740618-8388,SE8902VLZY43895735167710,Björkstigen 0,33321,Sandviken
Britta Larsson,084273725,740618-8388,SE8902JTWL04765331104215,Björkstigen 0,33321,Sandviken
Johanna Friberg,088750777,440202-6167,SE8902SHGS62187533607069,Skogsstigen 5,81766,Ängelholm
Johanna Friberg,088750777,440202-6167,SE8902DHTY58610419863874,Skogsstigen 5,81766,Ängelholm
Viola Hedman Bergström,021417367,041021-0876,SE8902XJXJ66998115817653,Skolgatan 6,71289,Kristianstad
Viola Hedman Bergström,021417367,041021-0876,SE8902YORA10515982490383,Skolgatan 6,71289,Kristianstad
Viola Hedman Bergström,021417367,041021-0876,SE8902APRX63562848993577,Skolgatan 6,71289,Kristianstad
Karin Brolin,087116464,680714-5492,SE8902PTAF77843993668616,Furugatan 939,66421,Östersund
Karin Brolin,087116464,680714-5492,SE8902EHTU59069815598850,Furugatan 939,66421,Östersund
Anne Dahl,0837526521,551021-3902,SE8902FEIJ60109004189441,Ekgränd 1,53269,Uppsala
Anne Dahl,0837526521,551021-3902,SE8902ZTYB33411513006359,Ekgränd 1,53269,Uppsala
Carin Svensson Johansson,047800845,491207-7031,SE8902SMBI03438185868162,Aspgränd 05,92511,Trelleborg
Carin Svensson Johansson,047800845,491207-7031,SE8902XFDS45905033879975,Aspgränd 05,92511,Trelleborg
Carin Svensson Johansson,047800845,491207-7031,SE8902ZAWM87891339334132,Aspgränd 05,92511,Trelleborg
Michelle Hedberg,0801301138,790311-4127,SE8902YMWM67923221263529,Kyrkstigen 98,50857,Uppsala
Michelle Hedberg,0801301138,790311-4127,SE8902ZJBK03539793529686,Kyrkstigen 98,50857,Uppsala
Pia Lindblom,035039986,600315-9438,SE8902IAAP17064707009052,Villastigen 823,20090,Varberg
Pia Lindblom,035039986,600315-9438,SE8902GZRH81686967761778,Villastigen 823,20090,Varberg
Pia Lindblom,035039986,600315-9438,SE8902PMAG08583189181534,Villastigen 823,20090,Varberg
Linnéa Larsson,0880869916,670318-0346,SE8902YWPH88733310983578,Strandstigen 0,22608,Lidköping
Linnéa Larsson,0880869916,670318-0346,SE8902QVVH33425126369593,Strandstigen 0,22608,Lidköping
Eva Lindberg,061433318,661202-4429,SE8902YYDM63526347491057,Kyrkostigen 5,24874,Lund
Birgit Andersson,068609529,050416-1431,SE8902CFVV30512683866714,Nygatan 973,29427,Uddevalla
Gisela Karlsson,0758823879,380601-5578,SE8902LHWV91263359767569,Parkstigen 831,36385,Norrköping
Kerstin Brandt,0840880310,870517-1141,SE8902ZDQZ85735825212197,Kyrkgatan 8,97163,Lidingö
Kerstin Brandt,0840880310,870517-1141,SE8902GOTA27808705650145,Kyrkgatan 8,97163,Lidingö
Margaretha Svensson,0652777539,400518-2425,SE8902XVPE12442001326703,Industrivägen 2,45245,Landskrona
Margaretha Svensson,0652777539,400518-2425,SE8902BQOF94784189390061,Industrivägen 2,45245,Landskrona
Margaretha Svensson,0652777539,400518-2425,SE8902EDII68114485236045,Industrivägen 2,45245,Landskrona
Maria Nyström-Nilsson,0272019789,881124-5011,SE8902UGUU35326815762231,Strandtorget 253,76902,Borlänge
Maria Nyström-Nilsson,0272019789,881124-5011,SE8902ZECH07329184737257,Strandtorget 253,76902,Borlänge
Anne-Marie Westman,0724338926,770916-0571,SE8902YANL80406594542262,Järnvägsgatan 840,29966,Landskrona
Filippa Sjögren,0277226723,680623-6474,SE8902CAYR28184400854269,Parktorget 56,90194,Luleå
Clara Holmström,0804349324,581102-8637,SE8902CZMN06754312018557,Ekstigen 873,52827,Kristianstad
Maria Englund,08683368,710429-8620,SE8902ORRS48118816092087,Industrigränd 518,28667,Motala
Carin Andersson,077716842,740323-4409,SE8902DYMK28727836359365,Skolgränd 9,49885,Halmstad
Carin Andersson,077716842,740323-4409,SE8902GNES50129557296591,Skolgränd 9,49885,Halmstad
Carina Christensen,028009405,010404-6354,SE8902YBWC04395871663306,Stationsgatan 759,17885,Karlstad
Fanny Karlsson,0876466780,761006-8749,SE8902DQYM36490908630376,Skolvägen 296,26804,Motala
Fanny Karlsson,0876466780,761006-8749,SE8902QTON45088878513232,Skolvägen 296,26804,Motala
Fanny Karlsson,0876466780,761006-8749,SE8902EOQK87745075861922,Skolvägen 296,26804,Motala
Mariana Lindgren,0822809955,440224-9439,SE8902AIOW62956716316259,Järnvägsgränd 469,63725,Ängelholm
Mariana Lindgren,0822809955,440224-9439,SE8902NVBN39901843446898,Järnvägsgränd 469,63725,Ängelholm
Mariana Lindgren,0822809955,440224-9439,SE8902OSUM31787311714438,Järnvägsgränd 469,63725,Ängelholm
Mariana Lindgren,0822809955,440224-9439,SE8902TVVW07944483518187,Järnvägsgränd 469,63725,Ängelholm
Marie Adolfsson,0818087900,670709-7199,SE8902GTZD12314857392944,Stationsgatan 4,48397,Sandviken
Marie Adolfsson,0818087900,670709-7199,SE8902EWKS60852595775659,Stationsgatan 4,48397,Sandviken
Marie Adolfsson,0818087900,670709-7199,SE8902STMW83870980133580,Stationsgatan 4,48397,Sandviken
Marie Adolfsson,0818087900,670709-7199,SE8902VQDV44258038827151,Stationsgatan 4,48397,Sandviken
Margareta Lundberg,067794815,681002-1789,SE8902WWYX14350160073945,Trädgårdsvägen 3,88821,Stockholm
Margareta Lundberg,067794815,681002-1789,SE8902YJGY22142109131075,Trädgårdsvägen 3,88821,Stockholm
Mikaela Larsson,001626466,600915-9754,SE8902KWJE25618757328979,Skolgatan 388,49378,Luleå
Mikaela Larsson,001626466,600915-9754,SE8902BOXY64871872720401,Skolgatan 388,49378,Luleå
Mikaela Larsson,001626466,600915-9754,SE8902TSLW64629501935121,Skolgatan 388,49378,Luleå
Catharina Carlsson,08160950,411026-6477,SE8902YUBQ50433561046806,Järnvägsgränd 933,52517,Trollhättan
Catharina Carlsson,08160950,411026-6477,SE8902NLPV05101680537537,Järnvägsgränd 933,52517,Trollhättan
Catharina Carlsson,08160950,411026-6477,SE8902FHYM56802980847454,Järnvägsgränd 933,52517,Trollhättan
Amanda Håkansson Johansson,083267870,041204-2210,SE8902DFDE10377026495528,Kvarntorget 624,78235,Sundsvall
Valentina Lindgren,0840859543,061112-5832,SE8902OFTJ79383582820961,Kvarngränd 201,64743,Landskrona
Margareta Andersson,08678581,750406-2584,SE8902HBJK93110274210203,Kvarngatan 37,31689,Uddevalla
Viktoria Franzén,046883536,851019-2308,SE8902VWXK42191765114871,Trädgårdsstigen 79,91004,Lidingö
Viktoria Franzén,046883536,851019-2308,SE8902YNEG45809952624906,Trädgårdsstigen 79,91004,Lidingö
Katarina Holmberg,0532720915,710609-6535,SE8902PFMB93666687080636,Nystigen 02,77213,Skellefteå
Katarina Holmberg,0532720915,710609-6535,SE8902GVKT62124718311587,Nystigen 02,77213,Skellefteå
Katarina Holmberg,0532720915,710609-6535,SE8902OEQF58082660806550,Nystigen 02,77213,Skellefteå
Helena Gustafsson,052372797,700710-1087,SE8902QBVC38031274896724,Gengatan 1,78798,Motala
Johanna Andersson,009070738,620603-8850,SE8902ELOW76907000148619,Bäckgatan 63,63900,Sundsvall
Siri Nilsson,082941451,800306-5847,SE8902TARS73293766587552,Kvarngatan 57,36312,Kristianstad
Siri Nilsson,082941451,800306-5847,SE8902KVSV81092256666408,Kvarngatan 57,36312,Kristianstad
Siri Nilsson,082941451,800306-5847,SE8902XARM90172386742244,Kvarngatan 57,36312,Kristianstad
Frida Nilsson,08185403,520328-2842,SE8902YERF08265652105112,Ängsgatan 2,99721,Skellefteå
Frida Nilsson,08185403,520328-2842,SE8902RENF20626970972224,Ängsgatan 2,99721,Skellefteå
My Larsen,046063060,440512-1270,SE8902YRPI91283893221753,Parkgränd 3,46100,Mölndal
My Larsen,046063060,440512-1270,SE8902OLYJ75119346245205,Parkgränd 3,46100,Mölndal
My Larsen,046063060,440512-1270,SE8902DTWL15581241936252,Parkgränd 3,46100,Mölndal
My Larsen,046063060,440512-1270,SE8902YCMH62501138405727,Parkgränd 3,46100,Mölndal
Linda Lundqvist,0869178769,760120-4154,SE8902QYSY81014676327000,Gengatan 86,94171,Umeå
Linda Lundqvist,0869178769,760120-4154,SE8902AFOU10164539916013,Gengatan 86,94171,Umeå
Linda Lundqvist,0869178769,760120-4154,SE8902XIOP55762967773996,Gengatan 86,94171,Umeå
Linda Lundqvist,0869178769,760120-4154,SE8902AGTC76402704279286,Gengatan 86,94171,Umeå
Linnéa Johansen,037336676,690123-9977,SE8902EJUK14153809334395,Ringvägen 70,88385,Borlänge
Eva Eklund Andersson,066088736,530808-9696,SE8902ZKZE03352259811045,Villavägen 7,84617,Östersund
Eva Eklund Andersson,066088736,530808-9696,SE8902FUEO19973931032909,Villavägen 7,84617,Östersund
Evelina Lindskog,0823771494,910526-8503,SE8902CDJH95141039369424,Idrottsgatan 912,93896,Lidköping
Evelina Lindskog,0823771494,910526-8503,SE8902LTEB55772338700469,Idrottsgatan 912,93896,Lidköping
Evelina Lindskog,0823771494,910526-8503,SE8902XJXO24323243710044,Idrottsgatan 912,93896,Lidköping
Helen Nilsson,089333024,950814-2750,SE8902LYWY52207782370009,Skolgatan 6,72988,Helsingborg
Helen Nilsson,089333024,950814-2750,SE8902PUTI27368119946710,Skolgatan 6,72988,Helsingborg
Ing-Marie Almqvist,0895622232,921231-2673,SE8902ZFCJ85266822978818,Ringvägen 86,75761,Lund
Ing-Marie Almqvist,0895622232,921231-2673,SE8902OETG93189334327881,Ringvägen 86,75761,Lund
Ing-Marie Almqvist,0895622232,921231-2673,SE8902WWPN36583068524999,Ringvägen 86,75761,Lund
Linnea Carlsson,078115077,650218-3392,SE8902SPMV06240825225975,Villagatan 768,65009,Kristianstad
Linnea Carlsson,078115077,650218-3392,SE8902MAVP99765805035027,Villagatan 768,65009,Kristianstad
Katarina Persson,0824618224,920623-5336,SE8902CUOA55859966187343,Kvarngatan 914,36230,Mölndal
Frida Lindberg,0201115168,380402-5223,SE8902MINV17334030266764,Fabriksgatan 209,98750,Karlskoga
Carina Malmqvist,0849013840,001015-8624,SE8902DGRO18476288845448,Ringgränd 3,49297,Varberg
Carina Malmqvist,0849013840,001015-8624,SE8902FUXQ13611890616632,Ringgränd 3,49297,Varberg
Camilla Eriksson,0102433001,840828-8945,SE8902TTCV22659277900658,Fabriksvägen 151,59907,Trelleborg
Eva Linde,087795918,640122-9411,SE8902QOLP68576231602784,Idrottsvägen 0,29487,Norrköping
Eva Jonsson,0863352770,810825-2753,SE8902XHDH97099673211691,Villagatan 97,37396,Karlskrona
Eva Jonsson,0863352770,810825-2753,SE8902NQVT00867426002134,Villagatan 97,37396,Karlskrona
Susann Gustafsson,08307994,741222-7501,SE8902OIOG12978777374762,Trädgårdsstigen 3,22858,Trelleborg
Susann Gustafsson,08307994,741222-7501,SE8902ABOS54302823852209,Trädgårdsstigen 3,22858,Trelleborg
Anna-Lena Fredriksson,088710600,040814-4327,SE8902WJRN19883673497555,Granvägen 127,72067,Borlänge
Anna-Lena Fredriksson,088710600,040814-4327,SE8902MORC95963771559704,Granvägen 127,72067,Borlänge
Anna Skog,0869972887,381120-9885,SE8902DOSN50610060091936,Villagränd 0,58987,Karlstad
Anna Skog,0869972887,381120-9885,SE8902ZQTF23438409122635,Villagränd 0,58987,Karlstad
Felicia Nilsson,049286876,850228-1978,SE8902XNUU38667095299418,Parkgatan 3,97888,Helsingborg
Susanne Turesson,0860259728,620828-1441,SE8902GRHA70024737117241,Strandstigen 257,52727,Karlskoga
Susanne Turesson,0860259728,620828-1441,SE8902NOWZ09781738609160,Strandstigen 257,52727,Karlskoga
Susanne Turesson,0860259728,620828-1441,SE8902GJPJ21866669764448,Strandstigen 257,52727,Karlskoga
Sonia Olsson,0063953619,010602-2940,SE8902THMG75207589410634,Industrigränd 0,38830,Örnsköldsvik
Sonia Olsson,0063953619,010602-2940,SE8902ORAT65143572227414,Industrigränd 0,38830,Örnsköldsvik
Viktoria Mohammed,017775070,390706-5712,SE8902RMZQ99119231760140,Storgatan 6,74699,Borås
Viktoria Mohammed,017775070,390706-5712,SE8902EHQT53687871208531,Storgatan 6,74699,Borås
Yvonne Andersson,0860732236,901124-3400,SE8902VULP28317370301184,Nyvägen 8,44360,Uddevalla
Karolina Blom,084843406,911111-4402,SE8902PXRQ98520175302074,Skolvägen 36,46203,Örebro
Karolina Blom,084843406,911111-4402,SE8902RBXU00091422402190,Skolvägen 36,46203,Örebro
Karolina Blom,084843406,911111-4402,SE8902LFCU74107203362240,Skolvägen 36,46203,Örebro
Karolina Blom,084843406,911111-4402,SE8902DMTK02100815459260,Skolvägen 36,46203,Örebro
Emma Ali,08491326,780718-5090,SE8902CRCW34066239004922,Skolvägen 252,38575,Linköping
Helena Jansson,08495887,600508-9435,SE8902UGGW38274485777478,Strandtorget 15,56167,Östersund
Birgitta Davidsson,089601320,860713-8024,SE8902TUFM02844898189627,Bäckgatan 6,56593,Umeå
Hedvig Björk,044110288,890419-2955,SE8902ZUBS27912610124575,Furustigen 10,66568,Sandviken
Hedvig Björk,044110288,890419-2955,SE8902PQQA91803707968793,Furustigen 10,66568,Sandviken
