Customer,Phone,Personnummer,BankAccount,Street,PostalCode,City
Agneta Lundin,08-518 19 51,410404-6919,SE8902FMGF16921362391617,Järnvägsgatan 043,31561,Stockholm
Agneta Lundin,08-518 19 51,410404-6919,SE8902SUPU22107368286746,Järnvägsgatan 043,31561,Stockholm
Agneta Lundin,08-518 19 51,410404-6919,SE8902CUMA73016131740531,Järnvägsgatan 043,31561,Stockholm
Beatrice Wall Sjöberg,073-93 83 38,480221-2193,SE8902YULJ56180665771621,Järnvägstorget 3,60378,Falun
Beatrice Wall Sjöberg,073-93 83 38,480221-2193,SE8902YIXR29588609244770,Järnvägstorget 3,60378,Falun
Nicole Berggren,092-358 77 72,500226-1625,SE8902SBKV17928186427622,Ängsgatan 9,93491,Lidköping
Nicole Berggren,092-358 77 72,500226-1625,SE8902YREH60256445948405,Ängsgatan 9,93491,Lidköping
Nicole Berggren,092-358 77 72,500226-1625,SE8902GZAO49226888899471,Ängsgatan 9,93491,Lidköping
Nicole Berggren,092-358 77 72,500226-1625,SE8902CDUU61660929189479,Ängsgatan 9,93491,Lidköping
Marit Frisk,088-347 15 56,800402-6905,SE8902QDDZ01493266009705,Villavägen 035,26090,Motala
Maria Pettersson,08-73 08 22,770715-4147,SE8902MSKS70942503348697,Villavägen 27,57891,Örebro
Maria Pettersson,08-73 08 22,770715-4147,SE8902KOWL19108099243979,Villavägen 27,57891,Örebro
Inger Söderlund,08-577 58 56,440603-3151,SE8902UHPN71937885399066,Trädgårdsvägen 8,55663,Lund
Barbro Svensson-Hosseini,08-092 433 08,831029-2936,SE8902KIPZ83378012088513,Fabriksstigen 73,62566,Malmö
Barbro Svensson-Hosseini,08-092 433 08,831029-2936,SE8902YZWC23724318974586,Fabriksstigen 73,62566,Malmö
Barbro Svensson-Hosseini,08-092 433 08,831029-2936,SE8902AMRJ75051497335013,Fabriksstigen 73,62566,Malmö
Mila Larsson,0340-96 99 26,070119-5604,SE8902PFUA65955298845159,Storvägen 744,55763,Jönköping
Mila Larsson,0340-96 99 26,070119-5604,SE8902DNVY67349092911659,Storvägen 744,55763,Jönköping
Linnea Ekberg,08 797 419 04,050313-8067,SE8902QBFU77974903239810,Skogsgatan 9,24472,Södertälje
Marie Karlsson,0670-958 06,030330-5338,SE8902NBJB19095650975525,Nyvägen 366,29309,Eskilstuna
Louise Rask,08-27 66 67,460319-8310,SE8902IACG54044232519044,Skolstigen 09,96709,Varberg
Louise Rask,08-27 66 67,460319-8310,SE8902NKXR00859309312215,Skolstigen 09,96709,Varberg
Karin Lindholm,0001-31 09 83,661105-0391,SE8902PFCZ88971783919966,Ekvägen 7,23011,Umeå
Karin Lindholm,0001-31 09 83,661105-0391,SE8902IQAS41209315371860,Ekvägen 7,23011,Umeå
Marie Ågren,08-81 62 31,810417-8192,SE8902HEMI79004079416247,Industritorget 18,23510,Eskilstuna
Yvonne Lindblom,011 64 65 56,880721-1449,SE8902LFOG32831877730656,Industrigatan 194,93595,Lund
Yvonne Lindblom,011 64 65 56,880721-1449,SE8902TJON16189488376725,Industrigatan 194,93595,Lund
Yvonne Lindblom,011 64 65 56,880721-1449,SE8902NXQN75553814880916,Industrigatan 194,93595,Lund
Filippa Andersson,08-979 037 34,910425-0569,SE8902AOEI11888157159723,Furugatan 6,92612,Stockholm
Margit Nilsson Petersson,071 51 69 74,370824-9903,SE8902MIDF11176460973267,Nytorget 975,70910,Uppsala
Christina Isaksson,08-082 204 44,501222-6584,SE8902XAJW53043482546967,Åkerstigen 05,52786,Uddevalla
Elisabet Andersson-Nyberg,0769 918 70,600918-0651,SE8902XWUV40935991476872,Stationsstigen 77,95479,Skellefteå
Lena Eriksson,08-05 02 19,430822-7596,SE8902VFTG99252061459530,Grangränd 9,52169,Umeå
Lena Eriksson,08-05 02 19,430822-7596,SE8902XPRV76493567899496,Grangränd 9,52169,Umeå
Anneli Eriksson,099-561 86 75,880412-3118,SE8902VJMZ66585930292336,Strandgatan 9,79201,Landskrona
Birgitta Dahl,08-081 730 13,470720-1630,SE8902ABDS01701364961907,Björkgränd 726,18584,Kristianstad
Patricia Olsson,0083-38 37 77,990131-4873,SE8902IRXN70281866292484,Nygatan 1,52368,Lund
Patricia Olsson,0083-38 37 77,990131-4873,SE8902ZCTK81497780781136,Nygatan 1,52368,Lund
Patricia Olsson,0083-38 37 77,990131-4873,SE8902TKRB93799625518098,Nygatan 1,52368,Lund
Isabel Svensson,073-40 17 53,520519-5133,SE8902XFYN40331665173936,Ängsgränd 5,14171,Borlänge
Isabel Svensson,073-40 17 53,520519-5133,SE8902VXBW13958908779060,Ängsgränd 5,14171,Borlänge
Sofia Christensen,0824-650 24,421220-9953,SE8902XBWW91028579125870,Nyvägen 992,89452,Örebro
Sofia Christensen,0824-650 24,421220-9953,SE8902ZFFS54641169742438,Nyvägen 992,89452,Örebro
Matilda Gustafsson-Sjöberg,0100-703 85,680612-3284,SE8902AEAH33465529509698,Ekgränd 1,89805,Falun
Ingegerd Skoglund,08-825 44 86,771019-7539,SE8902WIZV49599148565208,Strandvägen 04,49503,Falun
Ingegerd Skoglund,08-825 44 86,771019-7539,SE8902OKGM15362718359701,Strandvägen 04,49503,Falun
Ingegerd Skoglund,08-825 44 86,771019-7539,SE8902IQGU69949540367787,Strandvägen 04,49503,Falun
Lina Lidström Persson,001 57 69 27,650630-0398,SE8902PGNT42361129672323,Genvägen 937,46288,Södertälje
Eva Öberg,077-323 72 29,870606-4063,SE8902LNQG72751750679403,Kyrkvägen 6,36868,Borlänge
Abdi Davidsson,0531-93 49 92,860506-6011,SE8902JYVV72673862515999,Bäckgränd 300,63255,Örebro
Jessica Hansen,0567 861 51,800327-1791,SE8902UAZW13872369602420,Storgatan 1,83618,Nyköping
Karin Augustsson,048 62 17 71,490520-6670,SE8902DQLW24559347520043,Idrottsgatan 907,27118,Eskilstuna
Ann-Charlotte Åkesson,08 811 727 67,870302-7774,SE8902HWWI70855528580462,Idrottsgatan 505,97829,Trollhättan
Ann-Charlotte Åkesson,08 811 727 67,870302-7774,SE8902VJUZ52218371196993,Idrottsgatan 505,97829,Trollhättan
Maria Öberg,08 548 666 47,400928-6537,SE8902VCAD18253035606269,Skogsstigen 7,27789,Nyköping
Maria Öberg,08 548 666 47,400928-6537,SE8902OSQP10294973862487,Skogsstigen 7,27789,Nyköping
Elisabet Ljungberg,08-458 541 34,470112-5371,SE8902CARL50738619229703,Fabriksvägen 27,86426,Varberg
Pia Alexandersson Brodin,077 06 69 64,940314-4687,SE8902SXSV66139578019742,Skolgatan 931,62743,Malmö
Anette Petersson,0705-261 43,780619-1628,SE8902ZMRY06748088512775,Kyrkovägen 72,51671,Örnsköldsvik
Anette Petersson,0705-261 43,780619-1628,SE8902DVQS82119924518238,Kyrkovägen 72,51671,Örnsköldsvik
Anette Petersson,0705-261 43,780619-1628,SE8902BYDD28842601202864,Kyrkovägen 72,51671,Örnsköldsvik
Anette Petersson,0705-261 43,780619-1628,SE8902GIHV74884246842599,Kyrkovägen 72,51671,Örnsköldsvik
Eva Klasson,036-082 07 85,690918-3318,SE8902OULQ88924571915281,Industrivägen 1,49486,Örebro
Jenny Nyman,0315-970 14,920210-4320,SE8902UBER10237927754278,Kvarngatan 0,45248,Skellefteå
Jenny Nyman,0315-970 14,920210-4320,SE8902KNYL13525753615170,Kvarngatan 0,45248,Skellefteå
Sara Karlsson,0349 175 72,050118-1887,SE8902KFZW27637456654899,Åkergatan 24,44207,Karlskrona
Sara Karlsson,0349 175 72,050118-1887,SE8902RFAD93127690350624,Åkergatan 24,44207,Karlskrona
Ella Johnsson,0742-096 66,661223-2626,SE8902GFDI02146082509603,Villavägen 276,23417,Halmstad
Mariann Söderlund,085-69 09 76,921013-4327,SE8902OTGT26923733226539,Björkgränd 761,93426,Stockholm
Annelie Sundström Ahmed,08-40 20 98,050316-9872,SE8902LEIQ16043588196306,Grangränd 6,26459,Kalmar
Elin Carlsson,08 119 338 33,010318-7761,SE8902WPAU97779463181066,Fabriksgatan 7,81355,Karlstad
Elin Carlsson,08 119 338 33,010318-7761,SE8902DIGS61927513105237,Fabriksgatan 7,81355,Karlstad
Sara Green,0003 412 47,010921-4098,SE8902FKYE96295585801229,Industristigen 112,98204,Lidingö
Sara Green,0003 412 47,010921-4098,SE8902OKBP25586865512985,Industristigen 112,98204,Lidingö
Sara Green,0003 412 47,010921-4098,SE8902OVSC20334070794606,Industristigen 112,98204,Lidingö
Sara Green,0003 412 47,010921-4098,SE8902EYAI40413449404955,Industristigen 112,98204,Lidingö
Maya Ek,0226-977 11,360220-5001,SE8902YHDH95624192716829,Ringvägen 5,58870,Mölndal
Maya Ek,0226-977 11,360220-5001,SE8902ENMF86033537014424,Ringvägen 5,58870,Mölndal
Viktoria Hansson-Karlsson,08 456 670 22,550214-0477,SE8902KWGC09517167288801,Idrottsgatan 4,68401,Sundsvall
Ebba Forsell-Larsson,089-536 09 11,921206-6980,SE8902UNVY51069080799808,Parkvägen 94,21724,Varberg
Ebba Forsell-Larsson,089-536 09 11,921206-6980,SE8902VXSM52634787408878,Parkvägen 94,21724,Varberg
Lova Borgström-Wikström,0374-080 53,351031-1156,SE8902VANG86827956202560,Backgatan 007,77193,Trelleborg
Eva Ivarsson-Karlsson,08-42 05 88,421127-7167,SE8902QCOM51159179331018,Trädgårdsvägen 4,78377,Lidingö
Åsa Falk,0295-274 23,041105-3135,SE8902AHHW25831609187762,Kvarnvägen 22,73238,Umeå
Åsa Falk,0295-274 23,041105-3135,SE8902BBBD92900838719471,Kvarnvägen 22,73238,Umeå
Maria Rydén,08-51 80 74,851027-1458,SE8902DFIF62619409849709,Furugatan 741,10929,Gävle
Maria Rydén,08-51 80 74,851027-1458,SE8902OJZV87378441905395,Furugatan 741,10929,Gävle
Maria Rydén,08-51 80 74,851027-1458,SE8902IFOG47846578093385,Furugatan 741,10929,Gävle
Maria Rydén,08-51 80 74,851027-1458,SE8902XMPH01266253886729,Furugatan 741,10929,Gävle
Marianne Johansson-Johansson,08-615 13 77,810924-6747,SE8902MISM30510735597086,Storvägen 1,98548,Örnsköldsvik
Elisabet Brink,0182-37 77 84,491216-2650,SE8902LHXM42438714486224,Gengatan 8,15699,Helsingborg
Sandra Berg-Söderman,0617-448 58,860720-5146,SE8902YBPA06747616365238,Stationsgränd 47,66960,Trollhättan
Michelle Stark Martinsson,0822 859 33,601224-4346,SE8902MPWG51569045484865,Parkgränd 3,74761,Norrköping
Michelle Stark Martinsson,0822 859 33,601224-4346,SE8902ZTXO23071825012027,Parkgränd 3,74761,Norrköping
Eva Hjalmarsson,0237 594 61,541229-5833,SE8902SPOT75366803801987,Industrigatan 8,12961,Landskrona
Tina Hammarström,0552-76 95 10,970512-8305,SE8902RBPQ42858370864616,Industrigatan 547,48570,Sandviken
Anna Edström,08-465 714 76,030720-9973,SE8902HFSR53083572903940,Skogsgatan 652,25462,Lidingö
Ruth Omar,08-06 48 61,540411-6336,SE8902JNFW68474844339506,Ängsvägen 02,16410,Lidköping
Stella Andersson Hansson,08-100 15 66,660925-8436,SE8902YZWZ87858217066053,Fabriksgatan 87,10703,Alingsås
Eva Svensson,0359-88 42 42,040131-0016,SE8902GWOF13656646987338,Industrigatan 607,67196,Lidköping
Agneta Zhang,08-51 24 96,010607-6805,SE8902NIIB74522467804955,Gengränd 5,69690,Alingsås
Cecilia Borg,0501 833 34,700411-6757,SE8902WDCF38284869757417,Järnvägsvägen 1,20237,Örnsköldsvik
Lina Larsson,08-44 00 20,670428-7017,SE8902WFUC02168045258799,Nyvägen 80,51784,Gävle
Jenny Petersson-Ottosson,08-244 840 58,940921-4039,SE8902ALWE64418794375241,Kvarngatan 077,50054,Uppsala
Jenny Petersson-Ottosson,08-244 840 58,940921-4039,SE8902WJDM26526890895791,Kvarngatan 077,50054,Uppsala
Jenny Petersson-Ottosson,08-244 840 58,940921-4039,SE8902QLQD50953604363689,Kvarngatan 077,50054,Uppsala
Kristina Carlsson,044-56 46 36,500318-9833,SE8902QSEZ62900642158291,Furuvägen 406,10934,Kalmar
Lovisa Larsson,08 742 672 60,461224-9195,SE8902HEBA48610510102589,Furuvägen 109,77486,Lund
Ing-Marie Wennberg,070-40 14 87,361111-3899,SE8902SOSH76024453681329,Fabriksgränd 55,45869,Sundsvall
Ing-Marie Wennberg,070-40 14 87,361111-3899,SE8902RYJW27814189025495,Fabriksgränd 55,45869,Sundsvall
Ing-Britt Sjölin,08-283 45 79,700320-8738,SE8902UVRY16194000688254,Åkerstigen 2,82587,Karlstad
Yasmin Nilsson,08-991 016 05,641015-5045,SE8902NNNR28386574821422,Parkgatan 41,14946,Södertälje
Yasmin Nilsson,08-991 016 05,641015-5045,SE8902UZYG74951512780315,Parkgatan 41,14946,Södertälje
Vera Andersson,0396-64 00 72,441119-7330,SE8902FLMA18768060331290,Skolgatan 8,50948,Linköping
Vera Andersson,0396-64 00 72,441119-7330,SE8902ADKD16230449646773,Skolgatan 8,50948,Linköping
Daniella Björk,097-81 48 60,430501-5853,SE8902WGFJ72090874836772,Fabrikstorget 9,93573,Falun
Yvonne Aronsson,08-294 68 79,950614-2836,SE8902GHSB29020078073922,Parkstigen 15,61628,Göteborg
Johanna Johansson,033-735 30 19,450220-3229,SE8902DRNW01025820075953,Industrivägen 439,22290,Halmstad
Felicia Jeppsson,08-18 75 45,810701-7363,SE8902OELG14968309944058,Idrottsgatan 28,44636,Södertälje
Felicia Jeppsson,08-18 75 45,810701-7363,SE8902YBIX02378701637177,Idrottsgatan 28,44636,Södertälje
Nina Hellström,0531-164 84,421205-9713,SE8902JIRN62314882418604,Villatorget 16,18783,Örebro
Margareta Hallberg Mohamed,024-733 95 07,900602-3726,SE8902JXAL47272008936438,Åkerstigen 080,61500,Kristianstad
Ingegärd Larsson,079-70 40 22,541201-9092,SE8902SPLA84551710891296,Industrivägen 223,50840,Lidköping
Laila Johansson,08-16 65 07,410406-3831,SE8902GJEV19959770508700,Stationsgatan 6,93606,Linköping
Ebba Andersson,0401-996 41,420211-2910,SE8902ZNHI21783939608864,Storgränd 0,40402,Karlskrona
Sandra Karlsson,0511-552 70,570529-2893,SE8902QVLD06706916367921,Backvägen 50,24223,Kristianstad
Tilde Nyberg Svensson,08-82 51 76,890101-0481,SE8902AXQM18280403499014,Kyrkstigen 45,99449,Västerås
Antonia Eriksson,08 914 078 24,970131-9494,SE8902MRZJ54641003814611,Parktorget 30,83819,Stockholm
Jeanette Pettersson,08-18 31 69,640207-1176,SE8902YXRL88472345282788,Åkervägen 74,54518,Karlstad
Linnéa Westerlund,083-998 46 74,011129-2405,SE8902BRIL75914384755151,Industristigen 06,92616,Piteå
Linnéa Westerlund,083-998 46 74,011129-2405,SE8902ZJEO82962448424927,Industristigen 06,92616,Piteå
Sofia Pettersson,08-790 75 50,480219-6958,SE8902MJIL81207705272655,Fabriksgatan 3,25720,Södertälje
Ahmed Brolin,072-16 65 95,651217-3912,SE8902NOXD78517742994470,Industrivägen 2,38219,Örnsköldsvik
Britt Svärd,08-449 03 45,380219-1373,SE8902NEKM17238713453074,Strandgränd 13,91904,Alingsås
Britt Svärd,08-449 03 45,380219-1373,SE8902GQAF56677712799125,Strandgränd 13,91904,Alingsås
Britt Svärd,08-449 03 45,380219-1373,SE8902GZKG54552009162805,Strandgränd 13,91904,Alingsås
Britt Svärd,08-449 03 45,380219-1373,SE8902ROXJ87709608865856,Strandgränd 13,91904,Alingsås
Viktoria Thorén Eriksson,0170-96 53 74,990429-0559,SE8902AVGD46528407389614,Gengatan 17,80339,Falun
Viktoria Thorén Eriksson,0170-96 53 74,990429-0559,SE8902XFGN05965642065136,Gengatan 17,80339,Falun
Lisbet Eriksson,08-42 41 70,891030-3471,SE8902XUOQ37054183061149,Granvägen 92,61099,Lidingö
Lisbet Eriksson,08-42 41 70,891030-3471,SE8902QCNP19721394374879,Granvägen 92,61099,Lidingö
Ann-Sofie Persson,0711 516 88,960806-7808,SE8902TONI18274393550042,Storvägen 5,13929,Uddevalla
Ann-Sofie Persson,0711 516 88,960806-7808,SE8902RDFD79748993078910,Storvägen 5,13929,Uddevalla
Marika Petersen,036 04 19 95,061022-1343,SE8902YEDJ01205803951858,Genvägen 6,68346,Eskilstuna
Marika Petersen,036 04 19 95,061022-1343,SE8902IJBW38904188628765,Genvägen 6,68346,Eskilstuna
Marika Petersen,036 04 19 95,061022-1343,SE8902FMID10536679996597,Genvägen 6,68346,Eskilstuna
Pernilla Forsberg,017 99 37 69,401110-9719,SE8902ZWKS28095257338274,Industrigatan 8,91343,Ängelholm
Pernilla Forsberg,017 99 37 69,401110-9719,SE8902JFXZ40334167631989,Industrigatan 8,91343,Ängelholm
Pernilla Forsberg,017 99 37 69,401110-9719,SE8902DOFI01208990186376,Industrigatan 8,91343,Ängelholm
Elin Blom,0335-014 84,611223-8008,SE8902OILP02531246077432,Furuvägen 1,71239,Karlskoga
Tindra Berglund,047 22 79 07,041004-4440,SE8902MQTA07583386361028,Furuvägen 43,98974,Skövde
Tindra Berglund,047 22 79 07,041004-4440,SE8902GJBL45406945630901,Furuvägen 43,98974,Skövde
Marina Hansson-Frisk,08-340 012 92,420922-8909,SE8902PLOQ67311426466791,Järnvägsgatan 359,84129,Södertälje
Linda Andersson,08 075 202 34,440828-9884,SE8902ONKL85026172925302,Stationsgatan 47,36006,Karlskoga
Linda Andersson,08 075 202 34,440828-9884,SE8902XGBQ65373440284962,Stationsgatan 47,36006,Karlskoga
My Johansson,08 268 187 17,391121-3928,SE8902KFFN35109779680770,Skolvägen 174,33343,Örebro
My Johansson,08 268 187 17,391121-3928,SE8902NQRV40490469744981,Skolvägen 174,33343,Örebro
Britt-Marie Lundström,08-361 536 32,380131-5510,SE8902XSYV69131047178016,Villagatan 8,61108,Gävle
Hanna Alfredsson,0474-00 50 45,351123-4134,SE8902HODK85678819977506,Bäckgränd 97,77756,Helsingborg
Lovisa Persson Gunnarsson,008-656 64 24,440107-5637,SE8902YIGY15689375176219,Skolgatan 37,35950,Örebro
Eivor Bengtsson,081 80 55 37,010826-5976,SE8902JTME09227824695264,Nygatan 45,99468,Eskilstuna
Eivor Bengtsson,081 80 55 37,010826-5976,SE8902UWHJ79819805055119,Nygatan 45,99468,Eskilstuna
Lovisa Axelsson,08-84 06 72,810311-0196,SE8902OWWY66208651137307,Järnvägstorget 48,46893,Västerås
Lovisa Axelsson,08-84 06 72,810311-0196,SE8902DGBN51946839388357,Järnvägstorget 48,46893,Västerås
Kristina Blixt,036 07 77 97,780906-7700,SE8902GXGJ09737434359792,Skolstigen 09,61795,Uppsala
Kristina Blixt,036 07 77 97,780906-7700,SE8902PVMT99502269929745,Skolstigen 09,61795,Uppsala
Anita Eriksson,08-76 92 14,870206-1931,SE8902FKHS98022985303829,Industristigen 07,36634,Lund
Anita Eriksson,08-76 92 14,870206-1931,SE8902TMHA72646385787943,Industristigen 07,36634,Lund
Anita Eriksson,08-76 92 14,870206-1931,SE8902EUXF81891691396825,Industristigen 07,36634,Lund
Ingrid Persson,0407 532 72,690226-7522,SE8902CEKC27544305100945,Industrivägen 05,76444,Trelleborg
Ingrid Persson,0407 532 72,690226-7522,SE8902YFNV15788568473424,Industrivägen 05,76444,Trelleborg
Britta Larsson,08-427 37 25,740618-8388,SE8902VLZY43895735167710,Björkstigen 0,33321,Sandviken
Britta Larsson,08-427 37 25,740618-8388,SE8902JTWL04765331104215,Björkstigen 0,33321,Sandviken
Johanna Friberg,08-875 07 77,440202-6167,SE8902SHGS62187533607069,Skogsstigen 5,81766,Ängelholm
Johanna Friberg,08-875 07 77,440202-6167,SE8902DHTY58610419863874,Skogsstigen 5,81766,Ängelholm
Viola Hedman Bergström,0214 173 67,041021-0876,SE8902XJXJ66998115817653,Skolgatan 6,71289,Kristianstad
Viola Hedman Bergström,0214 173 67,041021-0876,SE8902YORA10515982490383,Skolgatan 6,71289,Kristianstad
Viola Hedman Bergström,0214 173 67,041021-0876,SE8902APRX63562848993577,Skolgatan 6,71289,Kristianstad
Karin Brolin,08-711 64 64,680714-5492,SE8902PTAF77843993668616,Furugatan 939,66421,Östersund
Karin Brolin,08-711 64 64,680714-5492,SE8902EHTU59069815598850,Furugatan 939,66421,Östersund
Anne Dahl,08 375 265 21,551021-3902,SE8902FEIJ60109004189441,Ekgränd 1,53269,Uppsala
Anne Dahl,08 375 265 21,551021-3902,SE8902ZTYB33411513006359,Ekgränd 1,53269,Uppsala
Carin Svensson Johansson,047 80 08 45,491207-7031,SE8902SMBI03438185868162,Aspgränd 05,92511,Trelleborg
Carin Svensson Johansson,047 80 08 45,491207-7031,SE8902XFDS45905033879975,Aspgränd 05,92511,Trelleborg
Carin Svensson Johansson,047 80 08 45,491207-7031,SE8902ZAWM87891339334132,Aspgränd 05,92511,Trelleborg
Michelle Hedberg,08-013 011 38,790311-4127,SE8902YMWM67923221263529,Kyrkstigen 98,50857,Uppsala
Michelle Hedberg,08-013 011 38,790311-4127,SE8902ZJBK03539793529686,Kyrkstigen 98,50857,Uppsala
Pia Lindblom,035 03 99 86,600315-9438,SE8902IAAP17064707009052,Villastigen 823,20090,Varberg
Pia Lindblom,035 03 99 86,600315-9438,SE8902GZRH81686967761778,Villastigen 823,20090,Varberg
Pia Lindblom,035 03 99 86,600315-9438,SE8902PMAG08583189181534,Villastigen 823,20090,Varberg
Linnéa Larsson,08 808 699 16,670318-0346,SE8902YWPH88733310983578,Strandstigen 0,22608,Lidköping
Linnéa Larsson,08 808 699 16,670318-0346,SE8902QVVH33425126369593,Strandstigen 0,22608,Lidköping
Eva Lindberg,0614-333 18,661202-4429,SE8902YYDM63526347491057,Kyrkostigen 5,24874,Lund
Birgit Andersson,0686-095 29,050416-1431,SE8902CFVV30512683866714,Nygatan 973,29427,Uddevalla
Gisela Karlsson,0758-82 38 79,380601-5578,SE8902LHWV91263359767569,Parkstigen 831,36385,Norrköping
Kerstin Brandt,08 408 803 10,870517-1141,SE8902ZDQZ85735825212197,Kyrkgatan 8,97163,Lidingö
Kerstin Brandt,08 408 803 10,870517-1141,SE8902GOTA27808705650145,Kyrkgatan 8,97163,Lidingö
Margaretha Svensson,065-277 75 39,400518-2425,SE8902XVPE12442001326703,Industrivägen 2,45245,Landskrona
Margaretha Svensson,065-277 75 39,400518-2425,SE8902BQOF94784189390061,Industrivägen 2,45245,Landskrona
Margaretha Svensson,065-277 75 39,400518-2425,SE8902EDII68114485236045,Industrivägen 2,45245,Landskrona
Maria Nyström-Nilsson,0272-01 97 89,881124-5011,SE8902UGUU35326815762231,Strandtorget 253,76902,Borlänge
Maria Nyström-Nilsson,0272-01 97 89,881124-5011,SE8902ZECH07329184737257,Strandtorget 253,76902,Borlänge
Anne-Marie Westman,0724-33 89 26,770916-0571,SE8902YANL80406594542262,Järnvägsgatan 840,29966,Landskrona
Filippa Sjögren,027-722 67 23,680623-6474,SE8902CAYR28184400854269,Parktorget 56,90194,Luleå
Clara Holmström,08-043 493 24,581102-8637,SE8902CZMN06754312018557,Ekstigen 873,52827,Kristianstad
Maria Englund,08-68 33 68,710429-8620,SE8902ORRS48118816092087,Industrigränd 518,28667,Motala
Carin Andersson,077 71 68 42,740323-4409,SE8902DYMK28727836359365,Skolgränd 9,49885,Halmstad
Carin Andersson,077 71 68 42,740323-4409,SE8902GNES50129557296591,Skolgränd 9,49885,Halmstad
Carina Christensen,0280 094 05,010404-6354,SE8902YBWC04395871663306,Stationsgatan 759,17885,Karlstad
Fanny Karlsson,087-646 67 80,761006-8749,SE8902DQYM36490908630376,Skolvägen 296,26804,Motala
Fanny Karlsson,087-646 67 80,761006-8749,SE8902QTON45088878513232,Skolvägen 296,26804,Motala
Fanny Karlsson,087-646 67 80,761006-8749,SE8902EOQK87745075861922,Skolvägen 296,26804,Motala
Mariana Lindgren,082-280 99 55,440224-9439,SE8902AIOW62956716316259,Järnvägsgränd 469,63725,Ängelholm
Mariana Lindgren,082-280 99 55,440224-9439,SE8902NVBN39901843446898,Järnvägsgränd 469,63725,Ängelholm
Mariana Lindgren,082-280 99 55,440224-9439,SE8902OSUM31787311714438,Järnvägsgränd 469,63725,Ängelholm
Mariana Lindgren,082-280 99 55,440224-9439,SE8902TVVW07944483518187,Järnvägsgränd 469,63725,Ängelholm
Marie Adolfsson,08-180 879 00,670709-7199,SE8902GTZD12314857392944,Stationsgatan 4,48397,Sandviken
Marie Adolfsson,08-180 879 00,670709-7199,SE8902EWKS60852595775659,Stationsgatan 4,48397,Sandviken
Marie Adolfsson,08-180 879 00,670709-7199,SE8902STMW83870980133580,Stationsgatan 4,48397,Sandviken
Marie Adolfsson,08-180 879 00,670709-7199,SE8902VQDV44258038827151,Stationsgatan 4,48397,Sandviken
Margareta Lundberg,0677-948 15,681002-1789,SE8902WWYX14350160073945,Trädgårdsvägen 3,88821,Stockholm
Margareta Lundberg,0677-948 15,681002-1789,SE8902YJGY22142109131075,Trädgårdsvägen 3,88821,Stockholm
Mikaela Larsson,001 62 64 66,600915-9754,SE8902KWJE25618757328979,Skolgatan 388,49378,Luleå
Mikaela Larsson,001 62 64 66,600915-9754,SE8902BOXY64871872720401,Skolgatan 388,49378,Luleå
Mikaela Larsson,001 62 64 66,600915-9754,SE8902TSLW64629501935121,Skolgatan 388,49378,Luleå
Catharina Carlsson,08-16 09 50,411026-6477,SE8902YUBQ50433561046806,Järnvägsgränd 933,52517,Trollhättan
Catharina Carlsson,08-16 09 50,411026-6477,SE8902NLPV05101680537537,Järnvägsgränd 933,52517,Trollhättan
Catharina Carlsson,08-16 09 50,411026-6477,SE8902FHYM56802980847454,Järnvägsgränd 933,52517,Trollhättan
Amanda Håkansson Johansson,08-326 78 70,041204-2210,SE8902DFDE10377026495528,Kvarntorget 624,78235,Sundsvall
Valentina Lindgren,08-408 595 43,061112-5832,SE8902OFTJ79383582820961,Kvarngränd 201,64743,Landskrona
Margareta Andersson,08-67 85 81,750406-2584,SE8902HBJK93110274210203,Kvarngatan 37,31689,Uddevalla
Viktoria Franzén,0468-835 36,851019-2308,SE8902VWXK42191765114871,Trädgårdsstigen 79,91004,Lidingö
Viktoria Franzén,0468-835 36,851019-2308,SE8902YNEG45809952624906,Trädgårdsstigen 79,91004,Lidingö
Katarina Holmberg,0532-72 09 15,710609-6535,SE8902PFMB93666687080636,Nystigen 02,77213,Skellefteå
Katarina Holmberg,0532-72 09 15,710609-6535,SE8902GVKT62124718311587,Nystigen 02,77213,Skellefteå
Katarina Holmberg,0532-72 09 15,710609-6535,SE8902OEQF58082660806550,Nystigen 02,77213,Skellefteå
Helena Gustafsson,052-37 27 97,700710-1087,SE8902QBVC38031274896724,Gengatan 1,78798,Motala
Johanna Andersson,009 07 07 38,620603-8850,SE8902ELOW76907000148619,Bäckgatan 63,63900,Sundsvall
Siri Nilsson,0829 414 51,800306-5847,SE8902TARS73293766587552,Kvarngatan 57,36312,Kristianstad
Siri Nilsson,0829 414 51,800306-5847,SE8902KVSV81092256666408,Kvarngatan 57,36312,Kristianstad
Siri Nilsson,0829 414 51,800306-5847,SE8902XARM90172386742244,Kvarngatan 57,36312,Kristianstad
Frida Nilsson,08-18 54 03,520328-2842,SE8902YERF08265652105112,Ängsgatan 2,99721,Skellefteå
Frida Nilsson,08-18 54 03,520328-2842,SE8902RENF20626970972224,Ängsgatan 2,99721,Skellefteå
My Larsen,046 06 30 60,440512-1270,SE8902YRPI91283893221753,Parkgränd 3,46100,Mölndal
My Larsen,046 06 30 60,440512-1270,SE8902OLYJ75119346245205,Parkgränd 3,46100,Mölndal
My Larsen,046 06 30 60,440512-1270,SE8902DTWL15581241936252,Parkgränd 3,46100,Mölndal
My Larsen,046 06 30 60,440512-1270,SE8902YCMH62501138405727,Parkgränd 3,46100,Mölndal
